ID;Name;Age;Gender;City;Country;CreditCard;FullAddress;UserSignUpDate;UserLastPurchaseDate;UserStatus;UserTotalPurchases;UserSegment;UserLocation;UserSourceType;UserLastLoginDate;UserPurchaseFrequency;ProductName;Category;Subcategory;Price;DatePurchase;Quantity;Rating;Comment
330;DAISY WILLIAMS;0;M;SOUTH JEFFREYBERG;CONGO;2593814301335264;PSC 2027, Box 9118, APO AE 88311;2021-09-11;2022-03-10;Churned;7;frequent shopper;WEST CLAUDIA;PAID ADS;2022-10-09;RARELY;BEVERAGESPLUS;GROCERY;BEVERAGES;789;2023-05-01;0;6;Pass prepare seven election give third.
331;ROGER FISHER;0;F;WEST LAUREN;BRITISH VIRGIN ISLANDS;2273957524967632;8193 Bowen Ferry, Reedfurt, WA 94480;2022-07-15;2023-03-16;Churned;12;high value;COURTNEYCHESTER;ORGANIC SEARCH;2023-04-30;YEARLY;FICTIONTALES;BOOKS;FICTION;942;2022-11-27;9;1;Eye hour six animal soldier radio.
332;RHONDA SALAZAR;0;M;NORTH RYANPORT;NORTH MACEDONIA;5245238247801483;9404 Osborne Locks Apt. 955, Williamsfurt, WV 01278;2022-09-01;2022-10-08;Churned;7;frequent shopper;NEW RONALD;REFERRAL;2023-04-29;YEARLY;CHAIRDELUXE;FURNITURE;CHAIR;734;2021-03-08;9;0;Consider water provide season.
333;VINCENT PATTON;0;M;JACOBMOUTH;GREECE;2440511359091006;44979 Casey Views Suite 609, Harperton, NV 18623;2022-01-10;2023-01-24;Churned;8;frequent shopper;EAST CRAIG;PAID ADS;2023-02-03;YEARLY;FRESHVEGETABLES;GROCERY;VEGETABLES;9;2021-09-10;5;0;Kid look resource test important study her.
334;MICHAEL HOPKINS;0;M;GRIFFINTOWN;COSTA RICA;5433359640378960;80178 Nunez Points Apt. 592, Loveside, KS 08175;2023-04-18;2023-08-11;Active;7;frequent shopper;LAKE JAMESMOUTH;PAID ADS;2023-08-15;MONTHLY;BEVERAGESBURST;GROCERY;BEVERAGES;419;2022-05-03;2;1;Prove degree wind within learn attorney wife above.
335;DENISE ORTIZ;0;F;NEW ERIC;MALAYSIA;2266019650918910;45706 Roman Fields Suite 035, Jameston, MS 47395;2023-03-02;2023-08-11;Active;15;high value;RICHARDSPORT;PAID ADS;2023-08-12;MONTHLY;VEGETABLESBURST;GROCERY;VEGETABLES;531;2021-07-15;4;3;Second clear simple weight nor job wonder discussion.
336;ERIN AUSTIN;85;M;SOUTH ANGELA;UNITED ARAB EMIRATES;2474915342113695;1772 Williamson Bridge Apt. 298, Christinechester, AZ 50439;2022-09-10;2023-06-23;Active;5;occasional shopper;SMITHFORT;ORGANIC SEARCH;2023-07-18;YEARLY;PROPANTS;CLOTHING;PANTS;46;2021-06-03;1;4;Example mission yet support top pull green try.
337;PAIGE MORALES;22;M;ELIZABETHPORT;GIBRALTAR;2278084612779897;40087 Jessica Loaf, Susanside, SC 35277;2022-09-26;2023-02-24;Churned;10;frequent shopper;EAST COURTNEYTON;PAID ADS;2023-08-25;YEARLY;JACKETFITS;CLOTHING;JACKET;96;2022-09-19;9;5;Its government pull hit number hold.
338;WILLIAM LUCAS;0;F;WEST ASHLEY;MARTINIQUE;5122875546614451;261 Amanda Ports Suite 920, Samanthaport, WI 63578;2021-11-30;2023-01-24;Churned;8;frequent shopper;LEONBURGH;ORGANIC SEARCH;2023-04-05;YEARLY;PHONEPRO;ELECTRONICS;PHONE;99;2022-06-01;3;3;Commercial personal food care through.
339;SCOTT PATTERSON;0;M;EAST TRAVISSHIRE;SOLOMON ISLANDS;2330491579988997;19062 Nicole Plaza, Charlesport, WI 02353;2022-10-16;2023-07-13;Active;12;high value;PORT HANNAH;REFERRAL;2023-08-03;YEARLY;COMFORTCHAIR;FURNITURE;CHAIR;585;2021-03-14;5;0;Task land these prove structure group push law.
340;JESSICA BROWN;0;F;ELIZABETHFURT;CAMEROON;2224151055002429;9697 Donald Prairie, West Brett, OK 04276;2023-04-09;2023-08-11;Active;5;occasional shopper;TIFFANYLAND;REFERRAL;2023-08-23;MONTHLY;UNKNOWN;ELECTRONICS;SPEAKER;58;2021-05-04;5;2;Admit cultural people raise local this.
341;ANNE GARCIA;0;M;CLARKBURY;PARAGUAY;2263047147513401;95306 Carter Plains Suite 317, Thompsonland, NY 12086;2022-04-07;2023-07-17;Active;7;frequent shopper;MICHAELBURY;PAID ADS;2023-08-22;YEARLY;JACKETWEAR;CLOTHING;JACKET;64;2021-05-25;1;5;Region term ability dark look art discussion.
342;MARVIN JENSEN;89;F;ROGERSCHESTER;SEYCHELLES;2706361597857076;4986 Jacobson Ford Suite 266, North Jenniferhaven, FM 69766;2022-10-08;2022-12-22;Churned;12;high value;NORTH MICHELLETON;REFERRAL;2023-03-09;YEARLY;FRESHBEVERAGES;GROCERY;BEVERAGES;553;2023-07-01;4;0;Produce low tend bill.
343;CHRISTOPHER WILLIS;0;M;LAKE NICOLETON;MONGOLIA;5409995820702006;65344 Karen Walks Apt. 304, New Jeffrey, PW 39161;2021-10-08;2023-06-11;Active;6;frequent shopper;BRYANVIEW;REFERRAL;2023-06-14;YEARLY;PANTSFITS;CLOTHING;PANTS;82;2023-01-19;1;5;That perhaps organization leg.
344;ISAIAH RUIZ;41;M;EAST MARIAHAVEN;MONGOLIA;2720771315549080;389 Nguyen Rest Suite 238, East Victor, MA 88382;2023-06-25;2023-08-07;Active;4;occasional shopper;NEW ANDREW;PAID ADS;2023-08-18;MONTHLY;TABLEPLUS;FURNITURE;TABLE;45;2022-07-11;6;4;Cup add tend approach.
345;CHRISTOPHER COX;0;F;NEW KIM;UNITED STATES MINOR OUTLYING ISLANDS;2236709649571161;1398 Rubio Locks, New Shelbybury, AL 56696;2022-04-22;2023-04-13;Churned;12;high value;EAST DOUGLAS;PAID ADS;2023-04-19;YEARLY;FRESHBEVERAGES;GROCERY;BEVERAGES;81;2021-07-23;5;6;Protect word law decision message cell.
346;TONY NELSON;0;M;SILVABOROUGH;FINLAND;5493859416026815;8709 Gonzales Stream, North Steven, NC 35247;2022-05-09;2022-06-05;Churned;15;high value;MCGRATHTOWN;ORGANIC SEARCH;2023-01-08;RARELY;NON-FICTIONGUIDE;BOOKS;NON-FICTION;16;2022-02-15;4;2;Process meet item right fish.
347;STEPHEN GIBBS;0;M;WEST RACHEL;TURKMENISTAN;2703333395105407;244 Fritz Station Apt. 846, North Amanda, UT 55269;2022-01-23;2022-02-18;Churned;3;occasional shopper;HOPKINSSHIRE;ORGANIC SEARCH;2023-03-17;RARELY;NON-FICTIONGUIDE;BOOKS;NON-FICTION;19;2022-06-06;1;4;Local another its.
348;PATRICIA CAMPBELL;0;F;LOPEZVIEW;UZBEKISTAN;2615640947069817;6035 Sanders Square Apt. 893, North Loriton, MI 27710;2022-08-03;2023-03-02;Churned;9;frequent shopper;LAKE RICHARD;ORGANIC SEARCH;2023-03-14;YEARLY;MEGAPHONE;ELECTRONICS;PHONE;63;2022-11-24;1;4;Price another yet must north family.
349;DEBRA SMALL;0;F;WILLIAMSSIDE;NAMIBIA;2221289030675704;01632 Lynch Radial, West Michelle, FM 40414;2022-02-11;2022-05-23;Churned;6;frequent shopper;DAVIDPORT;PAID ADS;2023-05-20;RARELY;VEGETABLESBURST;GROCERY;VEGETABLES;20;2022-08-11;3;6;Against note between.
350;JASON LOPEZ;59;F;CRYSTALTON;THAILAND;2458745851540776;1740 Michael Inlet, Port Thomas, WA 20722;2022-01-06;2023-07-31;Active;12;high value;ROBINSONLAND;ORGANIC SEARCH;2023-08-07;MONTHLY;SHIRTWEAR;CLOTHING;SHIRT;69;2020-12-20;8;2;Wall budget people manage time series.
351;JESSICA SELLERS;0;F;NORTH LAURA;FRENCH GUIANA;2232970378852271;8864 Charles Dale, West Amber, IN 72401;2022-01-22;2022-02-15;Churned;13;high value;JESSICAFORT;REFERRAL;2023-03-23;RARELY;SHIRTWEAR;CLOTHING;SHIRT;85;2020-11-05;1;1;Contain long week score our.
352;AUDREY HARVEY;0;M;NORTH BRETTVIEW;PUERTO RICO;2291121671066379;096 Bowers Track, New Mark, WI 60265;2022-06-01;2022-12-30;Churned;13;high value;WUBURY;ORGANIC SEARCH;2023-07-03;YEARLY;MEGALAPTOP;ELECTRONICS;LAPTOP;894;2023-07-18;3;3;International share party food gun war imagine concern.
353;BRITTANY GREENE;0;M;EAST DENISE;MALTA;5351637195434231;2698 Lee Trace Suite 319, Port Kimberly, NE 66503;2022-05-18;2022-10-31;Churned;8;frequent shopper;BRIANSTAD;PAID ADS;2022-11-29;YEARLY;COMFORTSOFA;FURNITURE;SOFA;31;2023-04-13;3;1;Quite forget affect force like war.
354;DANIEL POWERS;0;M;NEW MICHAELBOROUGH;DENMARK;2255830797742804;772 Richard Garden, Fowlerfurt, MO 75691;2023-01-23;2023-06-04;Active;13;high value;NEW STEPHENBOROUGH;ORGANIC SEARCH;2023-06-15;YEARLY;SOFAPLUS;FURNITURE;SOFA;26;2022-10-01;4;5;I good perform stop able want.
355;CHARLENE TORRES;0;F;WEST DONALD;RUSSIAN FEDERATION;2252457759873329;029 Gwendolyn Lock, South Josephbury, AK 82303;2022-05-25;2023-06-16;Active;15;high value;PORT KATHRYN;PAID ADS;2023-06-25;YEARLY;MEGASPEAKER;ELECTRONICS;SPEAKER;61;2022-05-16;3;5;Age start decade she do those.
356;JOHN WAGNER;0;M;JAMESFURT;GHANA;2232948786326930;62189 Brandon Island, West Calvin, SD 07575;2023-01-10;2023-04-16;Churned;12;high value;RICHARDFURT;PAID ADS;2023-08-09;YEARLY;COMFORTTABLE;FURNITURE;TABLE;19;2022-04-06;1;1;Get cut throw new fast.
357;APRIL SMITH;0;M;SOUTH THOMAS;LIBYAN ARAB JAMAHIRIYA;5174569995398826;971 Tasha Tunnel Suite 770, New Davidmouth, KY 36498;2022-05-15;2023-06-06;Active;13;high value;PATRICKCHESTER;ORGANIC SEARCH;2023-07-14;YEARLY;PANTSFITS;CLOTHING;PANTS;45;2021-01-29;2;1;You remain consumer.
358;MRS. MICHELLE FRANK MD;20;F;LAKE BILLYBOROUGH;FRENCH GUIANA;5253325072311123;26302 Sparks Place Apt. 634, Cisnerosberg, ND 43362;2022-12-14;2023-03-05;Churned;4;occasional shopper;DAVISSHIRE;REFERRAL;2023-08-14;YEARLY;CHAIRDELUXE;FURNITURE;CHAIR;773;2021-08-18;0;0;Under mission system pressure your media.
359;PAUL GONZALES;35;F;LUNAFURT;NEW CALEDONIA;2713328402225915;75494 Smith Court Apt. 365, Pittschester, ND 97611;2022-03-12;2022-06-11;Churned;15;high value;SANDERSSHIRE;PAID ADS;2022-10-11;RARELY;PHONEMASTER;ELECTRONICS;PHONE;16;2021-04-07;3;4;Stock interesting scene produce fill occur item soldier.
360;SCOTT CURTIS;0;F;NORTH DENISE;MISMATCHED COUNTRY;2222540539853708;119 Monica Spur Suite 207, New Lisa, KS 91471;2022-02-09;2023-07-10;Active;13;high value;WEST MICHAEL;PAID ADS;2023-07-16;YEARLY;UNKNOWN;FURNITURE;CHAIR;19;2021-08-17;8;4;Condition music street its.
361;JULIA DANIELS;0;M;CLARKVIEW;MALAYSIA;2605489791871866;158 Alexandria Estate Apt. 444, Blairmouth, MH 90741;2022-08-13;2022-12-12;Churned;7;frequent shopper;WEST ANGELATON;REFERRAL;2023-02-05;YEARLY;FICTIONGUIDE;BOOKS;FICTION;30;2022-06-19;0;6;Before option only game role purpose.
362;CHARLES MARKS;0;F;COMPTONBOROUGH;NIGER;5396133802690537;15656 Michael Junction, Maloneview, NY 32583;2022-10-13;2022-11-01;Churned;15;high value;PORT JAMES;PAID ADS;2023-05-09;YEARLY;SOFAPLUS;FURNITURE;SOFA;36;2022-01-17;5;4;Night benefit spend there five discussion spring break.
363;KATHERINE MAHONEY;0;F;SOUTH AMYFURT;GUADELOUPE;2269126050398390;47725 Thomas Throughway Suite 873, South Danielhaven, GA 26053;2022-05-27;2022-08-14;Churned;4;occasional shopper;PORT AMYFURT;PAID ADS;2022-10-05;RARELY;CHAIRPLUS;FURNITURE;CHAIR;733;2022-08-29;0;1;Either free visit coach animal floor purpose.
364;AMBER FROST;0;M;HANNAHMOUTH;TONGA;2226779241494676;4255 Lisa Pine Apt. 554, Blakechester, RI 16350;2023-04-11;2023-08-17;Active;3;occasional shopper;NEW AMBERBOROUGH;ORGANIC SEARCH;2023-08-19;MONTHLY;EDUCATIONALGUIDE;BOOKS;EDUCATIONAL;750;2020-09-26;3;5;Marriage market play morning.
365;PAUL PEARSON;0;M;MCKAYVIEW;COMOROS;2557883639895194;460 Carey Mill Suite 250, New Benjamin, VA 11202;2023-07-23;2023-08-23;Active;12;high value;EAST DIANE;REFERRAL;2023-08-25;MONTHLY;TASTYSNACKS;GROCERY;SNACKS;23;2021-10-31;10;5;Operation else second down public would.
366;LINDA HENDRIX;0;F;RAYFURT;ARMENIA;5182728028862543;213 Barker Trace, West Kimberlyborough, SD 21281;2022-07-24;2023-03-26;Churned;12;high value;ANTHONYVILLE;ORGANIC SEARCH;2023-04-13;YEARLY;TASTYSNACKS;GROCERY;SNACKS;961;2022-12-14;1;5;Be might environment draw.
367;CATHERINE ROBINSON;0;M;EAST MADISON;CYPRUS;5233540733760204;102 Jesse Courts Apt. 216, New Lisashire, VT 59978;2022-12-13;2023-05-18;Churned;1;occasional shopper;SOUTH ANTHONYHAVEN;PAID ADS;2023-08-13;YEARLY;PANTSWEAR;CLOTHING;PANTS;326;2023-02-15;8;4;Take state understand wife similar resource.
368;ANNETTE RUIZ;55;M;GUERREROVILLE;AZERBAIJAN;5362141381583247;111 Jason Fields, Rodriguezville, CA 30417;2021-12-10;2023-03-24;Churned;8;frequent shopper;PORT ALAN;PAID ADS;2023-05-09;YEARLY;TASTYSNACKS;GROCERY;SNACKS;87;2022-05-31;3;3;Hope become generation only.
369;APRIL FLORES;0;M;CLAYTONBERG;SOMALIA;2494305817092317;6174 Joseph Lane Apt. 767, South Lindseytown, HI 21450;2023-04-14;2023-07-30;Active;15;high value;RODRIGUEZTON;PAID ADS;2023-08-13;MONTHLY;FICTIONTALES;BOOKS;FICTION;78;2023-04-12;0;1;Year prepare everybody new seven newspaper across.
370;JOSEPH WOODS;32;M;WEST CONNOR;BRITISH INDIAN OCEAN TERRITORY (CHAGOS ARCHIPELAGO);2278592653639333;5250 Moss Pine, South Pamelaview, CA 37966;2022-01-31;2022-06-01;Churned;7;frequent shopper;LEACHVIEW;PAID ADS;2023-05-12;RARELY;PHONEPRO;ELECTRONICS;PHONE;11;2021-08-23;5;1;Future nature grow person or work.
371;BRANDON TATE;0;M;NEW NICOLEBERG;OMAN;5539466381239104;662 Turner Garden Suite 631, Patrickville, DE 72236;2021-11-08;2022-06-06;Churned;15;high value;LAKE HOLLY;ORGANIC SEARCH;2022-12-18;RARELY;THE ART OF EDUCATIONAL;BOOKS;EDUCATIONAL;48;2023-08-19;3;0;Meet voice accept ago student.
372;JESUS HOLLOWAY;49;M;SOUTH HOLLY;COSTA RICA;2720570550843657;355 Matthew Station, Benjaminmouth, IL 04081;2023-08-03;2023-08-07;Active;7;frequent shopper;ATKINSFURT;REFERRAL;2023-08-20;MONTHLY;ULTRAPHONE;ELECTRONICS;PHONE;726;2023-04-29;4;1;Couple form hard truth eight.
373;DONNA ANDERSEN;0;F;KENNETHVILLE;NORFOLK ISLAND;5327239143205861;3660 Richard Creek Suite 468, Millershire, GU 47495;2021-12-11;2022-07-15;Churned;13;high value;SOUTH KELLYBURGH;ORGANIC SEARCH;2022-08-08;RARELY;ULTRALAPTOP;ELECTRONICS;LAPTOP;33;2021-04-29;5;0;Much everyone whether.
374;SUSAN WRIGHT;0;M;NELSONTON;SENEGAL;5162807693500747;1395 Michele Crossing, East Dustinchester, ME 13563;2023-03-24;2023-07-27;Active;4;occasional shopper;NEW RANDYSIDE;PAID ADS;2023-08-15;YEARLY;LAPTOPMASTER;ELECTRONICS;LAPTOP;39;2021-03-01;3;2;Performance here behind boy decade gas ok avoid.
375;DAN ROBLES;0;F;PORT MICHAEL;SAINT HELENA;5469412347426777;085 Dawn Mountain, Shannonchester, ID 22094;2022-12-24;2023-02-16;Churned;9;frequent shopper;WEST LEAH;PAID ADS;2023-03-09;YEARLY;BEVERAGESBURST;GROCERY;BEVERAGES;857;2022-11-24;5;0;Turn face magazine event another pull message fill.
376;KIM KNIGHT;0;F;NORTH TERESA;LUXEMBOURG;5102604810022397;6002 Wilson Squares, Savannahfurt, ME 60686;2023-07-10;2023-08-18;Active;12;high value;PHILIPBERG;ORGANIC SEARCH;2023-08-22;MONTHLY;CHAIRDELUXE;FURNITURE;CHAIR;371;2023-07-19;2;3;Piece official which together friend defense sometimes nation.
377;JANET MATHIS;0;F;NEW ALEXANDER;BENIN;2268000938600890;395 Jennifer Loaf Suite 807, Ashleeland, VI 27861;2022-10-25;2023-04-09;Churned;10;frequent shopper;MARIABURY;REFERRAL;2023-07-17;YEARLY;NON-FICTIONTALES;BOOKS;NON-FICTION;43;2021-01-15;6;3;Strategy song skin stop call specific.
378;KELLI HARRIS;0;F;HINTONFURT;GHANA;2235676838381127;950 Medina Junction Apt. 416, Kimberlyport, MI 66414;2022-07-20;2022-09-08;Churned;15;high value;STEWARTSIDE;REFERRAL;2022-10-02;YEARLY;SOFADELUXE;FURNITURE;SOFA;98;2021-04-05;2;6;Help feel little color article operation.
379;MARY PACHECO;0;F;MICHEALCHESTER;BRITISH VIRGIN ISLANDS;2532778917461026;253 Brown Junctions, North Pamelachester, AK 47086;2023-03-23;2023-08-24;Active;15;high value;JULIANCHESTER;ORGANIC SEARCH;2023-08-25;MONTHLY;NON-FICTIONTALES;BOOKS;NON-FICTION;556;2022-08-22;3;5;Analysis baby size become plan.
380;JORDAN EDWARDS;37;M;NEW JENNIFER;MOLDOVA;2293299440300994;5288 Bartlett Circle, Port Kristine, SD 73651;2023-04-14;2023-08-18;Active;7;frequent shopper;WEST MARY;ORGANIC SEARCH;2023-08-24;MONTHLY;UNKNOWN;CLOTHING;SHIRT;23;2021-07-21;2;4;Back natural bit may president magazine memory.
381;DIANA OSBORN;46;M;THOMASBURY;NORTH MACEDONIA;2221898241717889;USCGC Michael, FPO AA 48475;2023-06-26;2023-06-29;Active;6;frequent shopper;NEW TRACY;ORGANIC SEARCH;2023-08-17;YEARLY;TASTYSNACKS;GROCERY;SNACKS;59;2022-12-02;4;0;Scene open alone response scientist technology decide.
382;AUSTIN RAMOS;0;M;COCHRANCHESTER;BELGIUM;5590787626051400;22886 Rhonda Grove Suite 519, West Stevenhaven, TX 75093;2021-10-05;2022-10-16;Churned;11;high value;QUINNSIDE;ORGANIC SEARCH;2022-12-12;YEARLY;FRESHVEGETABLES;GROCERY;VEGETABLES;73;2022-01-04;1;3;Particularly traditional word they style cause.
383;JENNIFER MENDOZA;19;M;KEVINBOROUGH;COTE D'IVOIRE;5227835350551391;3421 Amber Fort Apt. 958, East Mariaborough, IA 71045;2023-06-06;2023-07-08;Active;6;frequent shopper;JACOBCHESTER;PAID ADS;2023-08-23;YEARLY;TABLEDELUXE;FURNITURE;TABLE;738;2020-09-21;2;0;Want attention laugh stand father.
384;CLINTON ANDERSON;0;F;PAMELAVILLE;BELARUS;2274323353775225;3475 Pamela Estate Apt. 953, Lake Jennifer, KY 92075;2022-02-03;2023-05-04;Churned;10;frequent shopper;WEST DAWNSHIRE;ORGANIC SEARCH;2023-06-24;YEARLY;BEVERAGESBURST;GROCERY;BEVERAGES;836;2021-11-27;5;0;Fish important spend century common.
385;PAULA CAMPBELL;0;M;AMANDASTAD;MAURITANIA;5126829586169823;83290 Susan Garden, Lake Danielle, ME 10604;2022-07-16;2022-12-09;Churned;13;high value;WEST DOUGLAS;PAID ADS;2023-05-19;YEARLY;CHAIRDELUXE;FURNITURE;CHAIR;28;2023-07-09;2;4;Kid call trial old soon over.
386;JONATHAN NELSON;0;M;KARENSTAD;COLOMBIA;5559194539135959;778 Anderson Canyon, Raymondside, OK 43291;2022-11-07;2023-05-13;Churned;15;high value;JASMINEPORT;ORGANIC SEARCH;2023-08-07;YEARLY;FRESHVEGETABLES;GROCERY;VEGETABLES;512;2023-05-05;1;1;Crime adult recognize dog own.
387;SARAH BUCHANAN;0;M;HUFFBURY;BAHRAIN;2432207876646824;PSC 2975, Box 6382, APO AP 77209;2022-10-24;2023-07-09;Active;3;occasional shopper;JASONTON;PAID ADS;2023-08-17;YEARLY;VEGETABLESBURST;GROCERY;VEGETABLES;49;2021-04-16;5;6;Girl yes road white cost.
388;CHASE WATTS;0;M;LAKE JOHNATHAN;IRELAND;2509681752169069;20894 Ramos Springs Apt. 148, West Brandonhaven, UT 81660;2022-06-16;2023-05-08;Churned;4;occasional shopper;NORTH STEPHANIE;REFERRAL;2023-06-25;YEARLY;PROPANTS;CLOTHING;PANTS;32;2022-09-25;1;6;Official worker myself trip beat.
389;TABITHA WEBB;0;M;WEST ALVIN;SAINT BARTHELEMY;2701225230331572;52359 Patel Cliff Apt. 732, Nicolehaven, MH 63859;2021-10-01;2023-05-28;Churned;13;high value;PATRICIAMOUTH;REFERRAL;2023-07-31;YEARLY;FICTIONGUIDE;BOOKS;FICTION;73;2023-05-10;2;4;Public personal artist goal improve report lot protect.
390;ASHLEY JIMENEZ;0;M;MICHAELBURY;UNITED ARAB EMIRATES;2669510227373962;38384 Dennis Heights Apt. 575, North Natalie, AL 09126;2023-07-13;2023-08-12;Active;12;high value;CALHOUNSHIRE;REFERRAL;2023-08-12;MONTHLY;CHAIRWEAR;FURNITURE;CHAIR;35;2022-06-25;8;0;Move daughter the station well.
391;SUSAN MORAN;0;F;WILLIAMSVIEW;BELARUS;2610852254279971;13989 Snyder Square Suite 806, South Kimberlybury, IA 65083;2022-09-30;2023-07-24;Active;5;occasional shopper;NEW JOSEPHBERG;ORGANIC SEARCH;2023-07-27;YEARLY;PANTSWEAR;CLOTHING;PANTS;864;2023-05-20;5;3;The rate foot house.
392;GARY FLEMING;0;F;FRAZIERMOUTH;KYRGYZ REPUBLIC;2679945181277247;57264 Edward Knolls Suite 711, South Dennisfort, CA 82208;2022-05-31;2023-08-21;Active;9;frequent shopper;KEVINMOUTH;REFERRAL;2023-08-22;MONTHLY;ULTRAPHONE;ELECTRONICS;PHONE;50;2023-08-02;1;1;Chance finish part answer think relate.
393;RICHARD BARKER;0;M;LAKE ALLISONBURY;CAMBODIA;2253494108577235;4191 Garcia Port Suite 636, East Maria, OH 31027;2022-05-24;2023-03-07;Churned;13;high value;CHRISTOPHERSTAD;ORGANIC SEARCH;2023-06-06;YEARLY;NON-FICTIONGUIDE;BOOKS;NON-FICTION;794;2021-10-18;1;6;Say real nothing two large chair.
394;MEGAN FARMER;87;M;EAST DUSTINBURGH;ISRAEL;2494418195430981;1954 Williams Key, New Kristine, WV 59122;2022-05-06;2023-03-30;Churned;11;high value;LAKE CHRISTINA;ORGANIC SEARCH;2023-08-08;YEARLY;SNACKSBURST;GROCERY;SNACKS;917;2020-10-20;8;3;Available economy cold sport yard our.
395;JOSHUA NOVAK;0;M;SOUTH PEGGY;IRAQ;2690183239818136;PSC 3469, Box 3786, APO AP 56640;2022-05-19;2023-07-18;Active;12;high value;SOUTH ADAM;ORGANIC SEARCH;2023-08-21;YEARLY;PANTSWEAR;CLOTHING;PANTS;442;2020-12-16;0;0;Brother success receive lot us both carry.
396;DEREK ROJAS;0;F;LEAHTON;ALBANIA;2665558821077798;69471 Allen Club, New Deborahstad, WI 16679;2022-05-12;2022-12-13;Churned;2;occasional shopper;BRENDASIDE;PAID ADS;2023-05-21;YEARLY;TABLEDELUXE;FURNITURE;TABLE;84;2022-10-07;5;1;Significant instead him against information see ball.
397;ALEJANDRA JOHNSON;0;M;WEST PAMELA;MOLDOVA;2708194803456559;065 Powell Brook, Blackberg, OH 64957;2023-06-15;2023-06-24;Active;14;high value;FRYEVIEW;PAID ADS;2023-08-08;YEARLY;COMFORTCHAIR;FURNITURE;CHAIR;984;2022-03-30;5;1;Skill similar table play business.
398;GREGORY NIELSEN;0;F;MOSSVILLE;MOLDOVA;2635638283940134;53873 James Estate, East John, NE 85433;2022-12-06;2023-03-11;Churned;1;occasional shopper;NEW BRIAN;REFERRAL;2023-07-02;YEARLY;SOFADELUXE;FURNITURE;SOFA;536;2022-10-02;5;4;Hotel receive TV education process wife.
399;RICHARD MURPHY;0;M;LAKE FELICIA;UNITED KINGDOM;2279346469639998;60413 Brown Trace Suite 454, Allenshire, AS 07049;2022-06-27;2023-08-10;Active;15;high value;LAKE SARAHLAND;REFERRAL;2023-08-21;MONTHLY;COMFORTSOFA;FURNITURE;SOFA;882;2023-07-10;0;1;Be under want court hand figure least.
400;JENNIFER DAVIES;79;M;WEST KIMBERLYBURGH;MISMATCHED COUNTRY;2701737716962563;2664 Kevin Circles Apt. 839, Sanchezmouth, PA 73451;2022-04-14;2022-09-07;Churned;14;high value;LAURAHAVEN;REFERRAL;2022-11-07;YEARLY;UNKNOWN;GROCERY;VEGETABLES;747;2022-10-29;5;4;Determine attention dream serve trial television describe.
401;JOHN TURNER;0;F;SOUTH CATHERINE;FAROE ISLANDS;2270145145623981;786 Ewing Mills, Barberchester, MT 55968;2023-01-23;2023-01-30;Churned;7;frequent shopper;HOPKINSTON;ORGANIC SEARCH;2023-04-22;YEARLY;PROPANTS;CLOTHING;PANTS;88;2022-09-26;1;1;Choice build television company base.
402;DENNIS EWING;0;M;NEW ALEXIS;NETHERLANDS;2406337587170905;41387 Blake Glens, Lake Coreyfort, NM 85875;2023-01-07;2023-03-27;Churned;14;high value;SHANNONMOUTH;PAID ADS;2023-03-28;YEARLY;PANTSFITS;CLOTHING;PANTS;22;2021-01-18;9;0;Method present stop itself claim bad million.
403;KRISTIN VAUGHAN;22;M;STEPHENCHESTER;CAYMAN ISLANDS;5268392030755364;9734 Douglas Branch, Port Sabrina, UT 55356;2022-01-22;2022-08-10;Churned;13;high value;LAURIEBOROUGH;REFERRAL;2023-07-15;RARELY;THE ART OF EDUCATIONAL;BOOKS;EDUCATIONAL;90;2022-07-02;9;4;Along fund social yard security.
404;RANDY JACKSON;0;F;SOUTH RENEE;HEARD ISLAND AND MCDONALD ISLANDS;5372406991445915;01226 Morales Shore Suite 537, South Travis, KS 69924;2021-12-15;2022-12-30;Churned;3;occasional shopper;EAST ANNEBERG;PAID ADS;2023-05-01;YEARLY;FRESHSNACKS;GROCERY;SNACKS;2;2021-03-04;10;2;Pattern decade ground bit capital sing.
405;CORY STRICKLAND;0;M;NELSONCHESTER;ARMENIA;2222872992565192;654 Debra Shores Apt. 878, New Paulburgh, DC 19423;2022-04-01;2022-12-30;Churned;6;frequent shopper;PORT KATHERINE;PAID ADS;2023-05-31;YEARLY;VEGETABLESBURST;GROCERY;VEGETABLES;478;2022-07-31;3;6;Let either mouth friend.
406;DIANA MILLER;0;F;NEW AMANDAHAVEN;ESTONIA;2277613399753427;4885 Serrano Point, Autumnfurt, MA 63448;2023-03-01;2023-03-22;Churned;8;frequent shopper;NORTH MARY;PAID ADS;2023-06-13;YEARLY;TABLEPLUS;FURNITURE;TABLE;379;2020-10-14;4;3;Within Congress serve smile.
407;BRADLEY WONG;0;M;SOUTH MARTIN;LEBANON;2365615607238052;391 Cummings Unions Apt. 031, Reginaldfurt, IL 57561;2022-03-25;2023-08-02;Active;15;high value;PORT NANCY;PAID ADS;2023-08-08;MONTHLY;PROJACKET;CLOTHING;JACKET;61;2022-04-01;4;5;Purpose bring today month house including ground.
